date,hour,daytype,mesh_code,count
2020-09-01,0,平日,53394529343,18
2020-09-01,0,平日,53394519242,10
2020-09-01,0,平日,53394622333,18
2020-09-01,0,平日,53394539234,4
2020-09-01,0,平日,53394620143,1
2020-09-01,0,平日,53394620214,1
2020-09-01,0,平日,53394529121,20
2020-09-01,0,平日,53394631431,33
2020-09-01,0,平日,53394539434,22
2020-09-01,0,平日,53394539134,14
2020-09-01,0,平日,53394611344,27
2020-09-01,0,平日,53394641142,22
2020-09-01,0,平日,53394621213,15
2020-09-01,0,平日,53394631134,15
2020-09-01,0,平日,53394631441,192
2020-09-01,0,平日,53394611324,31
2020-09-01,0,平日,53394631323,23
2020-09-01,0,平日,53394631434,30
2020-09-01,0,平日,53394518424,8
2020-09-01,0,平日,53394519114,14
2020-09-01,0,平日,53394611311,9
2020-09-01,0,平日,53394620413,3
2020-09-01,0,平日,53394519431,6
2020-09-01,0,平日,53394529123,25
2020-09-01,0,平日,53394610242,20
2020-09-01,0,平日,53394631411,18
2020-09-01,0,平日,53394539244,7
2020-09-01,0,平日,53394529431,12
2020-09-01,0,平日,53394611131,23
2020-09-01,0,平日,53394631331,15
2020-09-01,0,平日,53394539442,20
2020-09-01,0,平日,53394509442,8
2020-09-01,0,平日,53394529441,2
2020-09-01,0,平日,53394630121,32
2020-09-01,0,平日,53394600323,19
2020-09-01,0,平日,53394529423,5
2020-09-01,0,平日,53394631442,141
2020-09-01,0,平日,53394509424,7
2020-09-01,0,平日,53394539231,2
2020-09-01,0,平日,53394610341,1
2020-09-01,0,平日,53394630412,43
2020-09-01,0,平日,53394529143,29
2020-09-01,0,平日,53394631313,11
2020-09-01,0,平日,53394621444,37
2020-09-01,0,平日,53394519411,11
2020-09-01,0,平日,53394539323,17
2020-09-01,0,平日,53394519313,10
2020-09-01,0,平日,53394539141,1
2020-09-01,0,平日,53394529312,10
2020-09-01,0,平日,53394632144,41
2020-09-01,0,平日,53394600412,11
2020-09-01,0,平日,53394539123,17
2020-09-01,0,平日,53394611433,34
2020-09-01,0,平日,53394539124,13
2020-09-01,0,平日,53394528414,7
2020-09-01,0,平日,53394611332,31
2020-09-01,0,平日,53394539344,23
2020-09-01,0,平日,53394632314,14
2020-09-01,0,平日,53394630414,21
2020-09-01,0,平日,53394518421,14
2020-09-01,1,平日,53394539232,16
2020-09-01,1,平日,53394631312,16
2020-09-01,1,平日,53394641412,18
2020-09-01,1,平日,53394519243,4
2020-09-01,1,平日,53394630234,16
2020-09-01,1,平日,53394621344,10
2020-09-01,1,平日,53394630114,2
2020-09-01,1,平日,53394509442,7
2020-09-01,1,平日,53394631422,25
2020-09-01,1,平日,53394611141,21
2020-09-01,1,平日,53394620232,2
2020-09-01,1,平日,53394631322,16
2020-09-01,1,平日,53394518433,4
2020-09-01,1,平日,53394630423,7
2020-09-01,1,平日,53394539213,20
2020-09-01,1,平日,53394519121,4
2020-09-01,1,平日,53394630413,17
2020-09-01,1,平日,53394529324,14
2020-09-01,1,平日,53394631231,47
2020-09-01,1,平日,53394518414,6
2020-09-01,1,平日,53394600342,1
2020-09-01,1,平日,53394610212,9
2020-09-01,1,平日,53394529442,1
2020-09-01,1,平日,53394529322,17
2020-09-01,1,平日,53394640114,22
2020-09-01,1,平日,53394549213,17
2020-09-01,1,平日,53394631431,15
2020-09-01,1,平日,53394632321,17
2020-09-01,1,平日,53394610412,3
2020-09-01,1,平日,53394518424,8
2020-09-01,1,平日,53394529144,5
2020-09-01,1,平日,53394630222,5
2020-09-01,1,平日,53394528411,4
2020-09-01,1,平日,53394519114,13
2020-09-01,1,平日,53394630414,16
2020-09-01,1,平日,53394528244,8
2020-09-01,1,平日,53394519321,9
2020-09-01,1,平日,53394529433,9
2020-09-01,1,平日,53394631233,44
2020-09-01,1,平日,53394519444,1
2020-09-01,1,平日,53394631142,18
2020-09-01,1,平日,53394621122,27
2020-09-01,1,平日,53394539113,7
2020-09-01,1,平日,53394631244,39
2020-09-01,1,平日,53394620441,19
2020-09-01,1,平日,53394620423,17
2020-09-01,1,平日,53394539421,5
2020-09-01,1,平日,53394519112,3
2020-09-01,1,平日,53394611342,15
2020-09-01,1,平日,53394620243,10
2020-09-01,1,平日,53394610442,16
2020-09-01,1,平日,53394600313,7
2020-09-01,1,平日,53394600321,25
2020-09-01,1,平日,53394519214,1
2020-09-01,1,平日,53394621431,26
2020-09-01,1,平日,53394539322,18
2020-09-01,1,平日,53394631122,11
2020-09-01,1,平日,53394610224,8
2020-09-01,1,平日,53394632343,14
2020-09-01,1,平日,53394529131,12
2020-09-01,1,平日,53394529341,12
2020-09-01,1,平日,53394632314,13
2020-09-01,1,平日,53394600411,9
2020-09-01,1,平日,53394519341,19
2020-09-01,1,平日,53394631123,10
2020-09-01,1,平日,53394621141,14
2020-09-01,1,平日,53394620434,17
2020-09-01,1,平日,53394519442,1
2020-09-01,1,平日,53394630133,24
2020-09-01,1,平日,53394631433,13
2020-09-01,1,平日,53394509341,16
2020-09-01,1,平日,53394519144,3
2020-09-01,1,平日,53394600343,5
2020-09-01,1,平日,53394611112,10
2020-09-01,1,平日,53394610142,3
2020-09-01,1,平日,53394539243,5
2020-09-01,1,平日,53394630214,13
2020-09-01,1,平日,53394631131,11
2020-09-01,1,平日,53394600232,35
2020-09-01,1,平日,53394641124,15
2020-09-01,1,平日,53394529344,7
2020-09-01,1,平日,53394611113,10
2020-09-01,1,平日,53394621343,22
2020-09-01,1,平日,53394539212,5
2020-09-01,1,平日,53394610424,9
2020-09-01,1,平日,53394610444,8
2020-09-01,1,平日,53394630223,17
2020-09-01,1,平日,53394630122,7
2020-09-01,1,平日,53394529111,24
2020-09-01,1,平日,53394529333,13
2020-09-01,1,平日,53394529431,16
2020-09-01,1,平日,53394610213,4
